,base_text,sumy_pos,sumy
42,"The Transpolar Drift Stream is an oceanic current that flows from the Arctic Ocean towards the Antarctic Ocean, crossing both poles of Earth. It plays a crucial role in regulating global climate by transporting cold water and heat from one hemisphere to another. Here's a brief explanation:

1. The Transpolar Drift Stream is an oceanic current that flows between the Arctic and Antarctic Oceans, crossing both poles of Earth.
2. It originates in the Arctic Ocean near Siberia, where cold water from melting icebergs mixes with warmer Atlantic water.
3. The current then moves eastward along the edge of the polar ice cap, driven by wind and the Coriolis effect.
4. As it travels southwards, it carries cold water and heat from one hemisphere to another, helping to regulate global climate.
5. The","[12, 17, 7, 1, 9, 2, 17, 1, 9, 2, 17, 1, 9, 6, 9, 2, 10, 9, 2, 12, 14]",It plays a crucial role in regulating global climate by transporting cold water and heat from one hemisphere to another.
43,"Ludwig Ferdinand Schnorr von Carolsfeld was a German painter and lithographer born on February 24, 1786, in Frankfurt am Main, Germany. He belonged to the Romantic movement of art and is best known for his historical paintings that depicted scenes from German history and mythology. His works were characterized by their dramatic use of light and shadow, as well as their attention to detail and emotional depth. Some of his most famous pieces include ""The Battle of the Teutoburg Forest,"" ""The Death of Siegfried,"" and ""The Funeral of Patroclus."" Schnorr von Carolsfeld passed away on May 19, 1853, in Düsseldorf, Germany.","[13, 13, 13, 13, 13, 4, 7, 1, 9, 6, 9, 17, 2, 13, 10, 14, 10, 14, 2, 13, 4, 13, 14, 13, 14]","Ludwig Ferdinand Schnorr von Carolsfeld was a German painter and lithographer born on February 24, 1786, in Frankfurt am Main, Germany."
44,"A GABAA receptor is a protein complex found in the nervous system, primarily responsible for inhibiting nerve cell activity by allowing chloride ions to enter the cell. It plays an essential role in regulating brain function and maintaining balance within the central nervous system.","[7, 13, 9, 4, 7, 9, 9, 17, 2, 7, 1, 9, 14, 3, 1, 2, 17, 9, 9, 9, 2, 17, 9, 9, 11, 17, 7, 9, 14]","A GABAA receptor is a protein complex found in the nervous system, primarily responsible for inhibiting nerve cell activity by allowing chloride ions to enter the cell."
45,"Cyclones Gulab and Shaheen were two powerful tropical storms that occurred in October 2021, affecting different regions of South Asia. Here is a brief explanation of each cyclone:

Gulab was the first to form, developing as a low-pressure area on September 20th in the Bay of Bengal. It intensified into a cyclonic storm on September 23rd and later into a severe cyclonic storm on September 25th. Gulab made landfall near Puri, Odisha, India, on October 1st with maximum sustained winds of 85 km/h (53 mph). The storm caused heavy rainfall and strong winds in coastal areas, leading to flooding and damage to infrastructure. Gulab weakened into a well-marked low-pressure area on October 4th and subsequently dissipated.

Sha","[13, 13, 6, 13, 4, 10, 1, 1, 9, 12, 17, 2, 13, 10, 14, 17, 1, 9, 2, 13, 13, 14]","Cyclones Gulab and Shaheen were two powerful tropical storms that occurred in October 2021, affecting different regions of South Asia."
46,"John Wallace de Beque Farris is an individual's full name, likely consisting of three parts: first name (John), middle names or titles (Wallace and de Beque), and last name (Farris). This person may have a diverse cultural background or be inspired by different sources for their name.","[13, 13, 13, 13, 13, 4, 7, 9, 11, 1, 9, 14, 3, 17, 2, 10, 9, 14, 1, 9, 14, 13, 14, 14, 1, 9, 6, 9, 14, 13, 6, 13, 13, 14, 14, 6, 1, 9, 14, 13, 14, 14]","John Wallace de Beque Farris is an individual's full name, likely consisting of three parts: first name (John), middle names or titles (Wallace and de Beque), and last name (Farris)."
47,"Virgin Galactic is a commercial spaceflight company founded by Sir Richard Branson, the founder of the Virgin Group. The company's primary goal is to provide suborbital space tourism experiences for private individuals and researchers. It was established in 2004 as a subsidiary of Virgin Atlantic, but has since become an independent entity.

The company's flagship product is SpaceShipTwo, a reusable spacecraft designed specifically for suborbital travel. SpaceShipTwo consists of two main components: the carrier aircraft WhiteKnight Two and the spacecraft itself. The carrier aircraft transports the spacecraft to an altitude where it can separate and ignite its rocket engine, propelling it into space.

Virgin Galactic's space tourism service is called SpaceFlight Experience or SpaceForge, which allows customers to reserve a seat on one of their suborbital flights for","[7, 9, 11, 1, 9, 4, 11, 17, 1, 9, 9, 9, 2, 1, 9, 6, 9, 14]",The company's primary goal is to provide suborbital space tourism experiences for private individuals and researchers.
48,"Lynne Rae Perkins is an American author and illustrator, known for her children's books that often feature humor and whimsy. She was born on October 31, 1954, in San Francisco, California. Her most famous work is the book ""Criss Cross,"" which won the Newbery Medal in 2006. Perkins has also written several other books for children, such as ""Frankie and the Crane"" and ""The Girl on the Stairs."" She uses watercolor illustrations to accompany her stories, creating a unique visual style that appeals to young readers. In addition to writing and illustrating, Lynne Rae Perkins has worked as an editor for various publications, including Cricket Magazine Group. Throughout her career, she has received numerous awards and honors for her contributions to children's literature.","[13, 13, 13, 4, 7, 1, 9, 6, 9, 14, 17, 2, 12, 9, 11, 9, 12, 3, 17, 9, 6, 9, 14]","Lynne Rae Perkins is an American author and illustrator, known for her children's books that often feature humor and whimsy."
49,"The New York Mets are a professional baseball team based in Queens, New York City. They compete in Major League Baseball (MLB) as part of the National League East division. The team was founded in 1962 as an expansion franchise and has since become one of the most popular teams in the league. Their name is derived from the Metropolitan Museum of Art, which inspired their logo featuring a baseball with wings.

The Mets have won two World Series championships: in 1969 and 1986. They are also known for their ""Miracle Mets"" team that achieved these victories against all odds. The team plays its home games at Citi Field, which replaced Shea Stadium as the primary venue in 2009.

Some of the most famous players in Mets history include Tom Seaver, Jerry Koosman, David Wright, and Mike Piazza. These athletes have","[7, 13, 4, 17, 10, 13, 13, 9, 14, 2, 10, 6, 10, 14]",The Mets have won two World Series championships: in 1969 and 1986.
50,"Kukruse is a small village located in the Schleswig-Holstein region of Germany, specifically within the district of Rendsburg-Eckertsbüll. It has a population of around 500 people and covers an area of approximately 3 square kilometers. The village is known for its picturesque landscape, which includes rolling hills, lush forests, and fertile farmland. Residents of Kukruse enjoy a peaceful rural life, with many engaging in agriculture or working in nearby towns. Some local attractions include the historic church of St. Peter and Paul, as well as various hiking trails that showcase the area's natural beauty.","[13, 4, 7, 1, 9, 17, 2, 7, 13, 14, 13, 9, 2, 13, 14, 3, 2, 7, 9, 2, 13, 14, 13, 14]","Kukruse is a small village located in the Schleswig-Holstein region of Germany, specifically within the district of Rendsburg-Eckertsbüll."
51,"Peshmerga is a term that refers to the military forces of the Kurdish people, who are an ethnic group primarily residing in Iraq, Iran, Turkey, and Syria. These armed forces play a crucial role in defending the autonomous region of Kurdistan within northern Iraq from various threats, including terrorist groups like ISIS. The word ""Peshmerga"" itself is derived from two Kurdish words: ""pesh,"" meaning ""front"" or ""face,"" and ""merga,"" which means ""to die."" Together, the term can be translated as ""those who face death"" or ""the ones who confront death.""

The Peshmerga forces have a long history dating back to the early 20th century when they first emerged during the Kurdish rebellion against the Ottoman Empire. Over time, these military units have evolved and adapted to various conflicts in the","[7, 1, 9, 17, 7, 1, 9, 2, 17, 7, 1, 9, 2, 13, 2, 1, 13, 2, 1, 9, 14, 17, 1, 9, 2, 13, 14]","These armed forces play a crucial role in defending the autonomous region of Kurdistan within northern Iraq from various threats, including terrorist groups like ISIS."
